artists,album_name,track_name,popularity,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,tempo_category_Moderate,tempo_category_Fast,tempo_category_Extremely Fast,track_genre_death-metal,track_genre_heavy-metal,track_genre_metal,track_genre_metalcore,key_category_key_scale_A#,key_category_key_scale_B,key_category_key_scale_C,key_category_key_scale_C#,key_category_key_scale_D,key_category_key_scale_D#,key_category_key_scale_E,key_category_key_scale_F,key_category_key_scale_F#,key_category_key_scale_G,key_category_key_scale_G#,tempo_category_plot,genre_for_plot,key_label
Machine Head,Groove Metal Roots & Branches,Davidian,1,296626,0.276,0.937,7,-6.952,0.163,0.000531,0.123,0.227,0.306,153.814,3,4.94,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Fast,metalcore,key_scale_G
Ice Nine Kills,Happy Haunted Halloween Tunes,Stabbing In The Dark,0,276866,0.333,0.943,10,-4.184,0.149,0.00123,0.0,0.0609,0.292,164.979,4,4.61,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_A#
Machine Head,Metal,Davidian,0,296626,0.276,0.937,7,-6.952,0.163,0.000531,0.123,0.227,0.306,153.814,3,4.94,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Fast,metalcore,key_scale_G
Bring Me The Horizon,That's The Spirit,Doomed,63,274133,0.271,0.903,6,-4.516,0.137,0.00152,1.5e-05,0.189,0.22,147.159,4,4.57,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Fast,metalcore,key_scale_F#
Killswitch Engage,As Daylight Dies (Special Edition),This Fire,61,189666,0.447,0.993,7,-3.022,0.111,1.56e-05,0.027,0.474,0.108,140.018,4,3.16,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Fast,metalcore,key_scale_G
Lamb of God,Lamb of God,Memento Mori,56,348099,0.538,0.984,2,-4.589,0.0992,0.000149,0.787,0.127,0.0494,123.008,4,5.8,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Fast,metalcore,key_scale_D
Asking Alexandria,Asking Alexandria,Alone In A Room,64,245861,0.482,0.946,4,-3.23,0.0852,0.00251,0.0,0.0466,0.284,135.071,4,4.1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Fast,metalcore,key_scale_E
Bring Me The Horizon,Teardrops,Teardrops,61,215003,0.497,0.916,7,-3.323,0.108,0.000323,0.0,0.36,0.401,96.051,4,3.58,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Moderate,metalcore,key_scale_G
The Plot In You,FEEL NOTHING (RESET),FEEL NOTHING - RESET,55,220688,0.34,0.887,4,-4.54,0.0898,0.00345,2.72e-06,0.0622,0.215,144.081,4,3.68,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Fast,metalcore,key_scale_E
I Prevail,TRAUMA,Bow Down,65,242680,0.426,0.959,0,-4.95,0.0525,5.36e-05,6.54e-06,0.707,0.372,155.01,4,4.04,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C
I Prevail,Lifelines,Scars,65,229773,0.505,0.964,7,-3.673,0.0718,9.97e-05,2.85e-06,0.113,0.571,138.021,4,3.83,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Fast,metalcore,key_scale_G
Lamb of God,Resolution,Ghost Walking,55,270693,0.511,0.992,1,-3.359,0.163,0.000328,1.55e-05,0.299,0.35,129.921,5,4.51,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C#
Get Scared,Best Kind Of Mess,Sarcasm,69,198080,0.387,0.929,7,-4.825,0.161,0.00238,7.22e-06,0.314,0.591,180.359,4,3.3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Extremely Fast,metalcore,key_scale_G
Killswitch Engage,As Daylight Dies (Special Edition),My Curse,68,244773,0.197,0.956,10,-2.908,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,3,4.08,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Extremely Fast,metalcore,key_scale_A#
Bring Me The Horizon,amo,medicine,61,227265,0.615,0.858,0,-3.3,0.0396,0.00393,0.0,0.0789,0.323,97.038,4,3.79,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_C
Bring Me The Horizon;YUNGBLUD,POST HUMAN: SURVIVAL HORROR,Obey (with YUNGBLUD),65,220538,0.462,0.99,1,-3.175,0.211,0.000103,0.0,0.374,0.204,137.061,4,3.68,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C#
Falling In Reverse,ZOMBIFIED,ZOMBIFIED,71,218520,0.544,0.911,10,-3.681,0.0422,0.000141,8.89e-06,0.333,0.558,91.033,4,3.64,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_A#
Bring Me The Horizon,That's The Spirit,True Friends,66,232320,0.419,0.938,7,-3.12,0.0837,0.000683,0.0,0.114,0.333,160.151,4,3.87,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Fast,metalcore,key_scale_G
I Prevail,TRUE POWER,Self-Destruction,68,146176,0.423,0.975,7,-5.21,0.397,0.00372,0.0,0.346,0.387,172.046,4,2.44,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Fast,metalcore,key_scale_G
I Prevail,TRUE POWER,Deep End,62,206142,0.53,0.729,4,-6.393,0.0338,0.00275,9.02e-06,0.471,0.261,119.981,4,3.44,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Moderate,metalcore,key_scale_E
Bring Me The Horizon,amo,in the dark,61,271186,0.535,0.768,6,-4.554,0.0577,0.00736,0.0,0.661,0.514,156.014,4,4.52,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Fast,metalcore,key_scale_F#
The Plot In You,DISPOSE,NOT JUST BREATHING,57,234226,0.462,0.826,9,-6.227,0.0623,0.00115,0.000775,0.613,0.308,129.918,4,3.9,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_A
Bring Me The Horizon,amo,sugar honey ice & tea,62,261560,0.431,0.914,0,-4.243,0.0616,0.000243,0.0096,0.502,0.534,147.108,4,4.36,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C
Our Last Night,Astronaut In The Ocean,Astronaut In The Ocean,62,134200,0.519,0.956,11,-2.982,0.0788,0.00113,0.00912,0.106,0.655,149.942,4,2.24,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_B
Bring Me The Horizon,That's The Spirit,Happy Song,67,239386,0.295,0.924,5,-3.407,0.0678,4.02e-05,0.00462,0.377,0.219,171.941,4,3.99,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Fast,metalcore,key_scale_F
Escape the Fate,Ungrateful (Deluxe),One For the Money,65,199950,0.525,0.964,5,-3.451,0.0571,0.000328,5.5e-06,0.0527,0.385,90.013,4,3.33,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Moderate,metalcore,key_scale_F
Bring Me The Horizon,amo,MANTRA,64,233128,0.5,0.817,0,-3.501,0.0459,0.00054,0.0,0.152,0.599,90.01,4,3.89,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_C
Lamb of God,Omens,Ditch,57,217606,0.506,0.959,0,-4.853,0.0966,0.000392,0.339,0.481,0.434,149.842,4,3.63,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C
Falling In Reverse,The Drug In Me Is You,The Drug In Me Is You,72,218786,0.548,0.855,3,-3.266,0.151,0.0149,0.0,0.127,0.644,145.133,4,3.65,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Fast,metalcore,key_scale_D#
Architects,a new moral low ground,a new moral low ground,62,211848,0.376,0.937,4,-3.427,0.152,0.000608,0.00145,0.329,0.197,178.139,4,3.53,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Extremely Fast,metalcore,key_scale_E
I Prevail,TRUE POWER,Bad Things,66,228260,0.5,0.844,5,-5.263,0.064,0.000791,9.54e-05,0.274,0.141,92.044,4,3.8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Moderate,metalcore,key_scale_F
Caskets,Lost Souls,Drowned in Emotion,61,222567,0.444,0.945,0,-6.389,0.0714,0.0015,2.84e-05,0.0661,0.333,77.041,4,3.71,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_C
Suicide Silence,The Black Crown,You Only Live Once,60,192560,0.613,0.953,6,-4.936,0.153,0.00018,0.0614,0.116,0.213,119.976,4,3.21,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Moderate,metalcore,key_scale_F#
Bullet For My Valentine,Gravity (Deluxe Edition),Radioactive,59,193080,0.527,0.695,9,-4.99,0.0346,0.0331,3.78e-05,0.31,0.271,142.922,4,3.22,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_A
Architects,deep fake,deep fake,63,213871,0.505,0.854,6,-4.167,0.0851,0.000101,0.00325,0.0556,0.319,96.023,4,3.56,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Moderate,metalcore,key_scale_F#
Bad Omens,THE DEATH OF PEACE OF MIND,THE DEATH OF PEACE OF MIND,66,241499,0.467,0.705,0,-5.613,0.046,0.079,0.000255,0.143,0.267,154.983,4,4.02,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C
Bad Omens,THE DEATH OF PEACE OF MIND,Just Pretend,71,204676,0.449,0.831,5,-4.668,0.0835,0.00257,0.00119,0.0998,0.211,140.091,4,3.41,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Fast,metalcore,key_scale_F
Bullet For My Valentine,The Poison,All These Things I Hate (Revolve Around Me),57,225440,0.495,0.869,6,-3.48,0.0462,0.0306,0.0,0.279,0.522,94.012,3,3.76,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Moderate,metalcore,key_scale_F#
Bad Omens,THE DEATH OF PEACE OF MIND,Like A Villain,67,210685,0.457,0.918,7,-4.51,0.203,0.000696,0.000128,0.429,0.392,154.963,4,3.51,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Fast,metalcore,key_scale_G
Lamb of God,Omens,Nevermore,54,275924,0.496,0.988,4,-4.409,0.11,8.33e-05,0.323,0.155,0.199,102.005,3,4.6,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Moderate,metalcore,key_scale_E
Lamb of God,Omens,Vanishing,55,288657,0.533,0.983,5,-5.175,0.107,9.47e-05,0.49,0.136,0.12,122.011,4,4.81,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Fast,metalcore,key_scale_F
Lamb of God,Omens,To The Grave,54,223661,0.352,0.952,2,-5.435,0.138,0.00133,0.419,0.273,0.484,197.803,4,3.73,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Extremely Fast,metalcore,key_scale_D
Hatebreed,The Concrete Confessional,Looking Down the Barrel of Today,70,161626,0.486,0.986,1,-4.71,0.0818,0.000662,0.048,0.29,0.501,180.085,4,2.69,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Extremely Fast,metalcore,key_scale_C#
SiM,"THANK GOD, THERE ARE HUNDREDS OF WAYS TO KiLL ENEMiES",Devil in Your Heart,60,186026,0.542,0.94,8,-0.713,0.0628,0.000737,0.0,0.133,0.765,120.053,4,3.1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Fast,metalcore,key_scale_G#
Lamb of God,Omens,Omens,55,227899,0.465,0.986,2,-5.551,0.0803,0.00024,0.102,0.37,0.261,95.518,4,3.8,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Moderate,metalcore,key_scale_D
Bring Me The Horizon,POST HUMAN: SURVIVAL HORROR,Parasite Eve,65,291812,0.589,0.797,9,-5.464,0.15,0.0289,4.35e-06,0.383,0.232,102.489,4,4.86,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_A
Lamb of God,Ashes of the Wake (15th Anniversary),Omerta,60,285962,0.413,0.982,6,-4.079,0.201,0.00242,0.00112,0.323,0.155,118.504,4,4.77,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Moderate,metalcore,key_scale_F#
"Fear, and Loathing in Las Vegas",All That We Have Now,Just Awake,58,218573,0.357,0.98,5,-1.286,0.153,0.00143,0.0,0.196,0.567,191.147,4,3.64,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Extremely Fast,metalcore,key_scale_F
Bullet For My Valentine,Venom (Deluxe Edition),You Want a Battle? (Here's a War),62,254613,0.295,0.98,2,-4.075,0.0854,3.21e-05,0.0,0.359,0.283,134.335,4,4.24,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Fast,metalcore,key_scale_D
Architects,when we were young,when we were young,62,193886,0.443,0.938,8,-3.01,0.106,4.42e-05,5.71e-06,0.32,0.439,169.995,4,3.23,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Fast,metalcore,key_scale_G#
Issues,Emo Christmas 2022,"Merry Christmas, Happy Holidays",0,227973,0.607,0.919,1,-5.432,0.172,0.0275,0.0,0.225,0.469,109.993,4,3.8,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_C#
Crown The Empire,Emo Christmas 2022,Burn,0,228213,0.444,0.843,5,-5.376,0.0641,0.0645,2.61e-05,0.135,0.399,153.959,4,3.8,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Fast,metalcore,key_scale_F
Until I Wake,Release Your ANGER,Self Medicated,0,189103,0.438,0.96,5,-3.482,0.0756,9.53e-05,0.00158,0.0943,0.254,144.98,4,3.15,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Fast,metalcore,key_scale_F
Our Last Night,Oak Island,Sunrise,57,229250,0.376,0.877,7,-4.007,0.0554,0.00395,4.26e-05,0.16,0.168,74.954,4,3.82,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Slow,metalcore,key_scale_G
Escape The Day,Into Inception,Tsunami,26,243555,0.568,0.97,11,-5.633,0.12,0.00523,0.00014,0.341,0.23,135.076,4,4.06,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_B
Bring Me The Horizon;Grimes,amo,nihilist blues (feat. Grimes),59,325501,0.607,0.813,4,-5.825,0.0936,0.0019,0.00088,0.305,0.195,133.962,4,5.43,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Fast,metalcore,key_scale_E
Dead by April,Dead by April,Losing You,54,237866,0.272,0.903,2,-4.343,0.0961,0.0134,0.0,0.321,0.154,120.057,4,3.96,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Fast,metalcore,key_scale_D
Our Last Night,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,57,185080,0.388,0.936,0,-4.134,0.0683,0.000138,0.0,0.657,0.226,93.018,3,3.08,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_C
I Prevail;Delaney Jane,TRAUMA,Every Time You Leave,62,216626,0.473,0.749,1,-5.047,0.0287,0.000466,5.5e-06,0.0883,0.167,150.022,4,3.61,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C#
Escape the Fate,I Am Human,Broken Heart,61,187371,0.528,0.861,2,-4.309,0.0518,0.0108,0.0,0.268,0.591,95.02,4,3.12,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Moderate,metalcore,key_scale_D
Bring Me The Horizon,amo,mother tongue,59,217424,0.598,0.872,6,-4.567,0.0328,0.0196,0.0,0.326,0.609,107.009,4,3.62,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Moderate,metalcore,key_scale_F#
Bullet For My Valentine,Fever,Bittersweet Memories,52,308826,0.443,0.872,3,-4.205,0.0444,8.21e-05,3.37e-06,0.229,0.211,142.045,4,5.15,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Fast,metalcore,key_scale_D#
Lamb of God,VII: Sturm und Drang,512,52,284840,0.344,0.971,1,-4.638,0.106,1.6e-05,0.0806,0.0893,0.108,192.117,4,4.75,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Extremely Fast,metalcore,key_scale_C#
Bullet For My Valentine,Fever,A Place Where You Belong,47,306466,0.312,0.832,11,-3.882,0.0365,5.12e-05,0.00133,0.148,0.33,133.708,4,5.11,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_B
Motionless In White,Graveyard Shift,Voices,66,224000,0.499,0.937,6,-2.492,0.0605,4.54e-05,6.11e-06,0.477,0.569,90.029,4,3.73,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Moderate,metalcore,key_scale_F#
Bad Omens,THE DEATH OF PEACE OF MIND,THE DEATH OF PEACE OF MIND,57,241499,0.467,0.705,0,-5.613,0.046,0.079,0.000255,0.143,0.267,154.983,4,4.02,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C
A Day To Remember,Homesick,If It Means A Lot To You,69,243226,0.584,0.536,10,-8.158,0.0279,0.112,0.0,0.456,0.441,127.001,4,4.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_A#
coldrain;Ryo,THE SIDE EFFECTS,MAYDAY (feat. Ryo from Crystal Lake),61,227011,0.522,0.97,10,-4.576,0.209,5.53e-05,0.0,0.246,0.488,121.054,4,3.78,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_A#
Bullet For My Valentine,Gravity,Letting You Go,58,223655,0.459,0.903,5,-4.649,0.0673,0.00877,0.0,0.168,0.364,76.185,4,3.73,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Moderate,metalcore,key_scale_F
Holding Absence,The Greatest Mistake of My Life,Afterlife,66,226546,0.475,0.963,5,-2.651,0.0601,0.0016,0.0,0.344,0.355,134.013,4,3.78,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Fast,metalcore,key_scale_F
